ms, raceTime, arrowLost, arrowTarget, arrowEnd, driveSpeed, servoSetting, busVoltage, current, power, energySpent, P, I, D, state, 
259472, 67591, False, 32, 8, 56, 133, 9.083999633789062, 934.5, 7952.0, 1682.9052734375, 0.41999998688697815, 0.0, 0.0, 2, 
259616, 67737, True, 32, 8, 56, 133, 9.095999717712402, 874.5999755859375, 8188.0, 1683.8775634765625, 0.41999998688697815, 0.0, 0.0, 2, 
259764, 67883, False, 88, 32, 50, 114, 9.248000144958496, 613.9000244140625, 5728.0, 1684.7108154296875, 0.41999998688697815, 0.0, 0.0, 2, 
259914, 68033, False, 248, 216, 56, 60, 9.039999961853027, 986.7000122070312, 7592.0, 1685.68994140625, 0.41999998688697815, 0.0, 0.0, 2, 
260058, 68179, True, 248, 216, 56, 60, 9.083999633789062, 918.9000244140625, 8664.0, 1686.7259521484375, 0.41999998688697815, 0.0, 0.0, 2, 
260276, 68395, False, 304, 288, 56, 42, 9.0600004196167, 937.4000244140625, 8254.0, 1688.19189453125, 0.41999998688697815, 0.0, 0.0, 2, 
260426, 68545, False, 304, 216, 50, 42, 9.244000434875488, 614.7000122070312, 6206.0, 1688.9195556640625, 0.41999998688697815, 0.0, 0.0, 2, 
260576, 68695, False, 288, 160, 50, 47, 9.192000389099121, 680.2999877929688, 6094.0, 1689.6556396484375, 0.41999998688697815, 0.0, 0.0, 2, 
260726, 68845, False, 264, 120, 50, 55, 9.184000015258789, 685.0999755859375, 6482.0, 1690.4276123046875, 0.41999998688697815, 0.0, 0.0, 2, 
260876, 68995, False, 240, 88, 50, 63, 9.187999725341797, 695.7999877929688, 6150.0, 1691.1685791015625, 0.41999998688697815, 0.0, 0.0, 2, 
261026, 69145, False, 232, 40, 50, 66, 9.175999641418457, 694.5999755859375, 6652.0, 1691.94384765625, 0.41999998688697815, 0.0, 0.0, 2, 
261176, 69295, False, 248, 24, 50, 60, 9.180000305175781, 698.7000122070312, 6298.0, 1692.704833984375, 0.41999998688697815, 0.0, 0.0, 2, 
261326, 69445, False, 288, 48, 50, 47, 9.184000015258789, 701.5999755859375, 6442.0, 1693.491943359375, 0.41999998688697815, 0.0, 0.0, 2, 
261402, 69520, False, 312, 64, 50, 38, 9.17199993133545, 710.7000122070312, 6702.0, 1693.89404296875, 0.41999998688697815, 0.0, 0.0, 2, 
261552, 69671, False, 312, 72, 50, 38, 9.14799976348877, 721.0, 6566.0, 1694.677001953125, 0.41999998688697815, 0.0, 0.0, 2, 
261776, 69895, False, 280, 56, 50, 50, 9.14799976348877, 769.4000244140625, 6792.0, 1695.8734130859375, 0.41999998688697815, 0.0, 0.0, 2, 
261926, 70045, False, 200, 40, 50, 76, 9.156000137329102, 732.5999755859375, 6730.0, 1696.68310546875, 0.41999998688697815, 0.0, 0.0, 2, 
262002, 70120, False, 152, 16, 50, 92, 9.15999984741211, 768.7999877929688, 6548.0, 1697.075927734375, 0.41999998688697815, 0.0, 0.0, 2, 
262226, 70345, False, 112, 16, 50, 106, 9.15999984741211, 707.7999877929688, 6396.0, 1698.2886962890625, 0.41999998688697815, 0.0, 0.0, 2, 
262376, 70495, False, 144, 64, 50, 95, 9.152000427246094, 717.0, 6472.0, 1699.068115234375, 0.41999998688697815, 0.0, 0.0, 2, 
262526, 70645, False, 160, 88, 50, 90, 9.15999984741211, 714.2999877929688, 6554.0, 1699.854248046875, 0.41999998688697815, 0.0, 0.0, 2, 
262676, 70795, False, 168, 112, 50, 87, 9.15999984741211, 701.2999877929688, 6556.0, 1700.6407470703125, 0.41999998688697815, 0.0, 0.0, 2, 
262826, 70945, False, 168, 120, 50, 87, 9.144000053405762, 718.2999877929688, 6416.0, 1701.416259765625, 0.41999998688697815, 0.0, 0.0, 2, 
262976, 71095, False, 136, 96, 50, 98, 9.152000427246094, 718.2000122070312, 6318.0, 1702.1925048828125, 0.41999998688697815, 0.0, 0.0, 2, 
263126, 71245, False, 120, 80, 50, 103, 9.14799976348877, 693.5999755859375, 6348.0, 1702.95556640625, 0.41999998688697815, 0.0, 0.0, 2, 
263276, 71395, False, 120, 80, 50, 103, 9.163999557495117, 695.5999755859375, 6576.0, 1703.7381591796875, 0.41999998688697815, 0.0, 0.0, 2, 
263352, 71470, False, 120, 80, 50, 103, 9.15999984741211, 716.9000244140625, 6436.0, 1704.124267578125, 0.41999998688697815, 0.0, 0.0, 2, 
263576, 71695, False, 120, 88, 56, 103, 8.968000411987305, 1014.5999755859375, 9110.0, 1705.7864990234375, 0.41999998688697815, 0.0, 0.0, 2, 
263726, 71845, False, 120, 88, 56, 103, 8.979999542236328, 970.7999877929688, 8796.0, 1706.8310546875, 0.41999998688697815, 0.0, 0.0, 2, 
263876, 71995, False, 128, 88, 50, 100, 9.17199993133545, 650.7999877929688, 6164.0, 1707.559326171875, 0.41999998688697815, 0.0, 0.0, 2, 
263952, 72070, False, 128, 96, 56, 100, 8.972000122070312, 973.9000244140625, 8314.0, 1708.05810546875, 0.41999998688697815, 0.0, 0.0, 2, 
264176, 72295, False, 128, 96, 56, 100, 9.0, 982.2999877929688, 8494.0, 1709.5308837890625, 0.41999998688697815, 0.0, 0.0, 2, 
264326, 72445, False, 128, 96, 56, 100, 9.043999671936035, 855.2999877929688, 8094.0, 1710.5313720703125, 0.41999998688697815, 0.0, 0.0, 2, 
264476, 72595, False, 120, 88, 56, 103, 9.039999961853027, 915.9000244140625, 8376.0, 1711.500732421875, 0.41999998688697815, 0.0, 0.0, 2, 
264626, 72745, False, 104, 80, 56, 108, 9.003999710083008, 910.0, 8234.0, 1712.4600830078125, 0.41999998688697815, 0.0, 0.0, 2, 
264776, 72895, False, 136, 96, 50, 98, 9.15999984741211, 592.7999877929688, 6004.0, 1713.3206787109375, 0.41999998688697815, 0.0, 0.0, 2, 
264926, 73045, False, 152, 112, 50, 92, 9.131999969482422, 681.5, 6324.0, 1714.08251953125, 0.41999998688697815, 0.0, 0.0, 2, 
265076, 73195, False, 152, 104, 50, 92, 9.128000259399414, 679.0, 6322.0, 1714.8485107421875, 0.41999998688697815, 0.0, 0.0, 2, 
265226, 73345, False, 144, 104, 50, 95, 9.104000091552734, 748.7000122070312, 6544.0, 1715.6514892578125, 0.41999998688697815, 0.0, 0.0, 2, 
265376, 73495, False, 136, 96, 50, 98, 9.107999801635742, 747.0, 6642.0, 1716.4547119140625, 0.41999998688697815, 0.0, 0.0, 2, 
265452, 73570, False, 136, 88, 50, 98, 9.076000213623047, 727.7999877929688, 6908.0, 1716.869140625, 0.41999998688697815, 0.0, 0.0, 2, 
265676, 73795, False, 120, 72, 50, 103, 9.104000091552734, 711.0, 6502.0, 1718.059326171875, 0.41999998688697815, 0.0, 0.0, 2, 
265826, 73945, False, 104, 64, 50, 108, 9.107999801635742, 712.5, 6160.0, 1718.81982421875, 0.41999998688697815, 0.0, 0.0, 2, 
265976, 74095, False, 112, 56, 50, 106, 9.131999969482422, 697.2999877929688, 6246.0, 1719.57763671875, 0.41999998688697815, 0.0, 0.0, 2, 
266126, 74245, False, 192, 96, 50, 79, 9.104000091552734, 648.7999877929688, 6086.0, 1720.3182373046875, 0.41999998688697815, 0.0, 0.0, 2, 
266276, 74395, False, 296, 272, 56, 44, 8.932000160217285, 962.2999877929688, 8166.0, 1721.1817626953125, 0.41999998688697815, 0.0, 0.0, 2, 
266420, 74541, True, 296, 272, 56, 44, 9.03600025177002, 973.5999755859375, 7428.0, 1722.15869140625, 0.41999998688697815, 0.0, 0.0, 2, 
266564, 74685, True, 296, 272, 56, 44, 9.0, 981.7000122070312, 8460.0, 1723.17626953125, 0.41999998688697815, 0.0, 0.0, 2, 
266708, 74829, True, 296, 272, 56, 44, 8.947999954223633, 937.9000244140625, 8222.0, 1724.1474609375, 0.41999998688697815, 0.0, 0.0, 2, 
266852, 74973, True, 296, 272, 56, 44, 8.947999954223633, 963.0, 7998.0, 1725.10986328125, 0.41999998688697815, 0.0, 0.0, 2, 
266996, 75117, True, 296, 272, 56, 44, 8.996000289916992, 935.7999877929688, 8582.0, 1726.1221923828125, 0.41999998688697815, 0.0, 0.0, 2, 
267140, 75261, True, 296, 272, 56, 44, 8.956000328063965, 937.7000122070312, 8022.0, 1727.096923828125, 0.41999998688697815, 0.0, 0.0, 2, 
267284, 75405, True, 296, 272, 56, 44, 8.95199966430664, 964.0999755859375, 8062.0, 1728.086181640625, 0.41999998688697815, 0.0, 0.0, 2, 
267428, 75549, True, 296, 272, 56, 44, 8.944000244140625, 967.7999877929688, 7930.0, 1729.0645751953125, 0.41999998688697815, 0.0, 0.0, 2, 
267578, 75697, False, 304, 200, 50, 42, 9.12399959564209, 642.7000122070312, 5876.0, 1729.770263671875, 0.41999998688697815, 0.0, 0.0, 2, 
267728, 75847, False, 224, 96, 50, 68, 9.095999717712402, 704.7999877929688, 6176.0, 1730.508544921875, 0.41999998688697815, 0.0, 0.0, 2, 
267878, 75997, False, 136, 16, 50, 98, 9.083999633789062, 696.2000122070312, 6502.0, 1731.2626953125, 0.41999998688697815, 0.0, 0.0, 2, 
268028, 76147, False, 88, 16, 50, 114, 9.095999717712402, 687.0, 6432.0, 1732.026123046875, 0.41999998688697815, 0.0, 0.0, 2, 
268178, 76297, False, 104, 16, 50, 108, 9.079999923706055, 689.4000244140625, 6282.0, 1732.7769775390625, 0.41999998688697815, 0.0, 0.0, 2, 
268328, 76447, False, 152, 80, 50, 92, 9.064000129699707, 736.0, 6498.0, 1733.55322265625, 0.41999998688697815, 0.0, 0.0, 2, 
268478, 76597, False, 192, 128, 50, 79, 9.076000213623047, 690.7999877929688, 6374.0, 1734.3079833984375, 0.41999998688697815, 0.0, 0.0, 2, 
268628, 76747, False, 192, 144, 50, 79, 9.064000129699707, 680.0, 6210.0, 1735.058837890625, 0.41999998688697815, 0.0, 0.0, 2, 
268778, 76897, False, 136, 96, 50, 98, 9.064000129699707, 703.7000122070312, 6458.0, 1735.8248291015625, 0.41999998688697815, 0.0, 0.0, 2, 
268928, 77047, False, 88, 56, 56, 114, 8.868000030517578, 1029.300048828125, 9348.0, 1736.75537109375, 0.41999998688697815, 0.0, 0.0, 2, 
269152, 77271, False, 104, 64, 50, 108, 9.064000129699707, 700.0, 6400.0, 1737.8890380859375, 0.41999998688697815, 0.0, 0.0, 2, 
269302, 77421, False, 128, 96, 56, 100, 8.892000198364258, 997.7000122070312, 9140.0, 1738.81982421875, 0.41999998688697815, 0.0, 0.0, 2, 
269378, 77496, False, 152, 112, 50, 92, 9.067999839782715, 675.5, 6088.0, 1739.18505859375, 0.41999998688697815, 0.0, 0.0, 2, 
269528, 77647, False, 160, 120, 50, 90, 9.071999549865723, 671.5999755859375, 6042.0, 1740.0780029296875, 0.41999998688697815, 0.0, 0.0, 2, 
269678, 77797, False, 152, 128, 56, 92, 8.892000198364258, 989.9000244140625, 8352.0, 1741.1202392578125, 0.41999998688697815, 0.0, 0.0, 2, 
269902, 78021, False, 120, 96, 56, 103, 8.907999992370605, 817.2999877929688, 8346.0, 1742.6561279296875, 0.41999998688697815, 0.0, 0.0, 2, 
269978, 78096, False, 120, 88, 56, 103, 8.944000244140625, 974.5, 8252.0, 1743.1512451171875, 0.41999998688697815, 0.0, 0.0, 2, 
270128, 78247, False, 104, 72, 56, 108, 8.928000450134277, 879.0999755859375, 7592.0, 1744.104248046875, 0.41999998688697815, 0.0, 0.0, 2, 
270278, 78397, False, 104, 64, 50, 108, 9.092000007629395, 653.2000122070312, 5908.0, 1744.804931640625, 0.41999998688697815, 0.0, 0.0, 2, 
270428, 78547, False, 112, 64, 50, 106, 9.067999839782715, 651.0999755859375, 6138.0, 1745.5283203125, 0.41999998688697815, 0.0, 0.0, 2, 
270578, 78697, False, 120, 80, 50, 103, 9.055999755859375, 664.0999755859375, 6118.0, 1746.2662353515625, 0.41999998688697815, 0.0, 0.0, 2, 
270728, 78847, False, 136, 96, 50, 98, 9.0600004196167, 679.2999877929688, 6210.0, 1746.99365234375, 0.41999998688697815, 0.0, 0.0, 2, 
270878, 78997, False, 144, 104, 50, 95, 9.0600004196167, 676.9000244140625, 6118.0, 1747.878173828125, 0.41999998688697815, 0.0, 0.0, 2, 
271028, 79147, False, 144, 112, 56, 95, 8.883999824523926, 835.2999877929688, 8458.0, 1748.9146728515625, 0.41999998688697815, 0.0, 0.0, 2, 
271178, 79297, False, 136, 104, 56, 98, 8.960000038146973, 850.2000122070312, 8288.0, 1749.9248046875, 0.41999998688697815, 0.0, 0.0, 2, 
271328, 79447, False, 136, 96, 50, 98, 9.052000045776367, 668.4000244140625, 6022.0, 1750.74755859375, 0.41999998688697815, 0.0, 0.0, 2, 
271478, 79597, False, 184, 96, 50, 82, 9.0600004196167, 658.4000244140625, 5994.0, 1751.4677734375, 0.41999998688697815, 0.0, 0.0, 2, 
271628, 79747, False, 280, 144, 50, 50, 9.055999755859375, 670.7999877929688, 6030.0, 1752.22412109375, 0.41999998688697815, 0.0, 0.0, 2, 
271778, 79897, False, 304, 184, 50, 42, 9.04800033569336, 688.0, 5852.0, 1752.9527587890625, 0.41999998688697815, 0.0, 0.0, 2, 
271928, 80047, False, 304, 224, 50, 42, 9.031999588012695, 691.4000244140625, 6236.0, 1753.68017578125, 0.41999998688697815, 0.0, 0.0, 2, 
272078, 80197, False, 304, 232, 50, 42, 9.043999671936035, 681.4000244140625, 6240.0, 1754.4324951171875, 0.41999998688697815, 0.0, 0.0, 2, 
272228, 80347, False, 304, 216, 50, 42, 9.02400016784668, 698.0999755859375, 6430.0, 1755.1976318359375, 0.41999998688697815, 0.0, 0.0, 2, 
272378, 80497, False, 304, 168, 50, 42, 9.031999588012695, 716.2000122070312, 6168.0, 1755.9525146484375, 0.41999998688697815, 0.0, 0.0, 2, 
272528, 80647, False, 296, 120, 50, 44, 9.003999710083008, 716.4000244140625, 6402.0, 1756.7220458984375, 0.41999998688697815, 0.0, 0.0, 2, 
272678, 80797, False, 248, 56, 50, 60, 8.98799991607666, 736.0999755859375, 6594.0, 1757.509521484375, 0.41999998688697815, 0.0, 0.0, 2, 
272828, 80947, False, 216, 16, 50, 71, 9.008000373840332, 729.0, 6518.0, 1758.294189453125, 0.41999998688697815, 0.0, 0.0, 2, 
272978, 81097, False, 232, 72, 50, 66, 9.02400016784668, 724.0999755859375, 6482.0, 1759.077880859375, 0.41999998688697815, 0.0, 0.0, 2, 
273128, 81247, False, 288, 40, 50, 47, 8.996000289916992, 775.0, 6602.0, 1759.8533935546875, 0.41999998688697815, 0.0, 0.0, 2, 
273278, 81397, False, 280, 72, 50, 50, 8.996000289916992, 702.2000122070312, 6364.0, 1760.6158447265625, 0.41999998688697815, 0.0, 0.0, 2, 
273428, 81547, False, 208, 64, 50, 74, 8.991999626159668, 761.2999877929688, 6766.0, 1761.4224853515625, 0.41999998688697815, 0.0, 0.0, 2, 
273578, 81697, False, 136, 24, 50, 98, 8.98799991607666, 711.7000122070312, 6544.0, 1762.1986083984375, 0.41999998688697815, 0.0, 0.0, 2, 
273728, 81847, False, 104, 56, 50, 108, 8.984000205993652, 746.5, 6366.0, 1762.9747314453125, 0.41999998688697815, 0.0, 0.0, 2, 
273878, 81997, False, 120, 40, 50, 103, 8.996000289916992, 721.9000244140625, 6446.0, 1763.7513427734375, 0.41999998688697815, 0.0, 0.0, 2, 
274028, 82147, False, 144, 80, 50, 95, 8.98799991607666, 731.9000244140625, 6448.0, 1764.5133056640625, 0.41999998688697815, 0.0, 0.0, 2, 
274178, 82297, False, 160, 112, 50, 90, 9.0, 708.0999755859375, 6304.0, 1765.280517578125, 0.41999998688697815, 0.0, 0.0, 2, 
274328, 82447, False, 168, 120, 50, 87, 8.991999626159668, 716.0999755859375, 6344.0, 1766.0362548828125, 0.41999998688697815, 0.0, 0.0, 2, 
274478, 82597, False, 152, 112, 50, 92, 8.996000289916992, 692.5, 6164.0, 1766.7799072265625, 0.41999998688697815, 0.0, 0.0, 2, 
274628, 82747, False, 136, 96, 50, 98, 9.003999710083008, 684.7000122070312, 6416.0, 1767.547119140625, 0.41999998688697815, 0.0, 0.0, 2, 
274778, 82897, False, 112, 72, 50, 106, 9.003999710083008, 711.5999755859375, 6216.0, 1768.28564453125, 0.41999998688697815, 0.0, 0.0, 2, 
274928, 83047, False, 104, 64, 50, 108, 8.97599983215332, 694.7000122070312, 6430.0, 1769.040283203125, 0.41999998688697815, 0.0, 0.0, 2, 
275078, 83197, False, 104, 64, 50, 108, 8.991999626159668, 691.2999877929688, 6266.0, 1769.7919921875, 0.41999998688697815, 0.0, 0.0, 2, 
275228, 83347, False, 112, 72, 50, 106, 8.98799991607666, 688.0999755859375, 6122.0, 1770.5396728515625, 0.41999998688697815, 0.0, 0.0, 2, 
275378, 83497, False, 120, 80, 50, 103, 8.98799991607666, 688.5, 6158.0, 1771.296630859375, 0.41999998688697815, 0.0, 0.0, 2, 
275528, 83647, False, 128, 88, 50, 100, 8.98799991607666, 685.0, 6266.0, 1772.056396484375, 0.41999998688697815, 0.0, 0.0, 2, 
275678, 83797, False, 128, 96, 56, 100, 8.815999984741211, 1040.0, 8904.0, 1772.9696044921875, 0.41999998688697815, 0.0, 0.0, 2, 
275828, 83947, False, 136, 96, 50, 98, 8.996000289916992, 682.9000244140625, 6032.0, 1773.8505859375, 0.41999998688697815, 0.0, 0.0, 2, 
275978, 84097, False, 128, 96, 56, 100, 8.812000274658203, 1004.0, 8952.0, 1774.7510986328125, 0.41999998688697815, 0.0, 0.0, 2, 
276128, 84247, False, 120, 96, 56, 103, 8.815999984741211, 980.0999755859375, 8412.0, 1775.741455078125, 0.41999998688697815, 0.0, 0.0, 2, 
276278, 84397, False, 112, 88, 56, 106, 8.892000198364258, 971.7000122070312, 7314.0, 1776.683837890625, 0.41999998688697815, 0.0, 0.0, 2, 
276428, 84547, False, 144, 104, 50, 95, 8.996000289916992, 651.0999755859375, 5986.0, 1777.55908203125, 0.41999998688697815, 0.0, 0.0, 2, 
276578, 84697, False, 152, 112, 50, 92, 8.97599983215332, 676.4000244140625, 6118.0, 1778.2816162109375, 0.41999998688697815, 0.0, 0.0, 2, 
276728, 84847, False, 144, 104, 50, 95, 8.956000328063965, 728.2999877929688, 6462.0, 1779.0489501953125, 0.41999998688697815, 0.0, 0.0, 2, 
276878, 84997, False, 144, 96, 50, 95, 8.944000244140625, 742.5999755859375, 6502.0, 1779.8328857421875, 0.41999998688697815, 0.0, 0.0, 2, 
277028, 85147, False, 136, 96, 50, 98, 8.95199966430664, 753.2000122070312, 6504.0, 1780.6124267578125, 0.41999998688697815, 0.0, 0.0, 2, 
277178, 85297, False, 136, 88, 50, 98, 8.9399995803833, 744.7999877929688, 6750.0, 1781.405517578125, 0.41999998688697815, 0.0, 0.0, 2, 
277328, 85447, False, 128, 80, 50, 100, 8.932000160217285, 720.7000122070312, 6556.0, 1782.1878662109375, 0.41999998688697815, 0.0, 0.0, 2, 
277478, 85597, False, 128, 80, 50, 100, 8.944000244140625, 736.0, 6524.0, 1782.9775390625, 0.41999998688697815, 0.0, 0.0, 2, 
277628, 85747, False, 120, 72, 50, 103, 8.935999870300293, 726.5999755859375, 6498.0, 1783.7659912109375, 0.41999998688697815, 0.0, 0.0, 2, 
277778, 85897, False, 112, 64, 50, 106, 8.95199966430664, 689.2999877929688, 6150.0, 1784.52294921875, 0.41999998688697815, 0.0, 0.0, 2, 
277928, 86047, False, 104, 80, 56, 108, 8.763999938964844, 1001.4000244140625, 8336.0, 1785.3935546875, 0.41999998688697815, 0.0, 0.0, 2, 
278078, 86197, False, 136, 56, 50, 98, 8.96399974822998, 682.9000244140625, 6150.0, 1786.1251220703125, 0.41999998688697815, 0.0, 0.0, 2, 
278228, 86347, False, 304, 200, 50, 42, 8.95199966430664, 719.7999877929688, 6220.0, 1786.95166015625, 0.41999998688697815, 0.0, 0.0, 2, 
278372, 86493, True, 304, 200, 50, 42, 8.960000038146973, 668.0, 6014.0, 1787.6866455078125, 0.41999998688697815, 0.0, 0.0, 2, 
278516, 86637, True, 304, 200, 50, 42, 8.9399995803833, 672.9000244140625, 6184.0, 1788.4132080078125, 0.41999998688697815, 0.0, 0.0, 2, 
278730, 86851, True, 304, 200, 50, 42, 8.9399995803833, 698.0999755859375, 6062.0, 1789.5213623046875, 0.41999998688697815, 0.0, 0.0, 2, 
278874, 86995, True, 304, 200, 50, 42, 8.944000244140625, 681.0999755859375, 6094.0, 1790.2723388671875, 0.41999998688697815, 0.0, 0.0, 2, 
279018, 87139, True, 304, 200, 50, 42, 8.944000244140625, 704.2999877929688, 6170.0, 1791.018310546875, 0.41999998688697815, 0.0, 0.0, 2, 
279162, 87283, True, 304, 200, 50, 42, 8.932000160217285, 713.0999755859375, 6328.0, 1791.777587890625, 0.41999998688697815, 0.0, 0.0, 2, 
279310, 87429, False, 304, 248, 50, 42, 8.932000160217285, 733.0, 6476.0, 1792.5438232421875, 0.41999998688697815, 0.0, 0.0, 2, 
279460, 87579, False, 272, 160, 50, 52, 8.916000366210938, 725.2999877929688, 6344.0, 1793.2999267578125, 0.41999998688697815, 0.0, 0.0, 2, 
279610, 87729, False, 192, 64, 50, 79, 8.911999702453613, 728.9000244140625, 6396.0, 1794.0693359375, 0.41999998688697815, 0.0, 0.0, 2, 
279760, 87879, False, 160, 16, 50, 90, 8.920000076293945, 714.5, 6436.0, 1794.842529296875, 0.41999998688697815, 0.0, 0.0, 2, 
279910, 88029, False, 200, 24, 50, 76, 8.928000450134277, 733.2999877929688, 6400.0, 1795.6136474609375, 0.41999998688697815, 0.0, 0.0, 2, 
280060, 88179, False, 248, 80, 50, 60, 8.904000282287598, 699.7999877929688, 6452.0, 1796.46826171875, 0.41999998688697815, 0.0, 0.0, 2, 
280210, 88329, False, 224, 104, 50, 68, 8.911999702453613, 721.2000122070312, 6456.0, 1797.23193359375, 0.41999998688697815, 0.0, 0.0, 2, 
280360, 88479, False, 160, 64, 50, 90, 8.928000450134277, 717.2000122070312, 6412.0, 1798.01123046875, 0.41999998688697815, 0.0, 0.0, 2, 
280510, 88629, False, 104, 32, 50, 108, 8.907999992370605, 713.4000244140625, 6330.0, 1798.7796630859375, 0.41999998688697815, 0.0, 0.0, 2, 
280660, 88779, False, 96, 32, 50, 111, 8.916000366210938, 692.7999877929688, 6348.0, 1799.5411376953125, 0.41999998688697815, 0.0, 0.0, 2, 
280810, 88929, False, 112, 56, 50, 106, 8.916000366210938, 707.0, 6248.0, 1800.2921142578125, 0.41999998688697815, 0.0, 0.0, 2, 
280960, 89079, False, 144, 88, 50, 95, 8.920000076293945, 699.2000122070312, 6272.0, 1801.04931640625, 0.41999998688697815, 0.0, 0.0, 2, 
281110, 89229, False, 160, 112, 50, 90, 8.923999786376953, 710.5, 6026.0, 1801.7908935546875, 0.41999998688697815, 0.0, 0.0, 2, 
281260, 89379, False, 152, 112, 50, 92, 8.904000282287598, 719.2999877929688, 6294.0, 1802.52734375, 0.41999998688697815, 0.0, 0.0, 2, 
281410, 89529, False, 144, 104, 50, 95, 8.899999618530273, 701.7000122070312, 6196.0, 1803.2716064453125, 0.41999998688697815, 0.0, 0.0, 2, 
281560, 89679, False, 128, 88, 50, 100, 8.916000366210938, 685.2999877929688, 6102.0, 1804.12744140625, 0.41999998688697815, 0.0, 0.0, 2, 
281710, 89829, False, 112, 80, 56, 106, 8.803999900817871, 903.7000122070312, 7622.0, 1804.9437255859375, 0.41999998688697815, 0.0, 0.0, 2, 
281860, 89979, False, 112, 72, 50, 106, 8.920000076293945, 690.4000244140625, 5918.0, 1805.652587890625, 0.41999998688697815, 0.0, 0.0, 2, 
